"U:0","U:1","U:2","k","nut","omega","p","Points:0","Points:1","Points:2"
-0.15783,-0.00047707,-0.0014232,0.0036698,0.00031057,11.944,-0.056005,3.0594,0.026823,2.25
-0.15629,-0.00053785,-0.00098428,0.0037468,0.00031763,11.922,-0.05432,3.1075,0.026823,2.25
-0.15462,-0.00059561,-0.00053959,0.0038211,0.00032446,11.901,-0.052603,3.1555,0.026823,2.25
-0.15282,-0.00065086,-8.9109e-05,0.0038929,0.00033108,11.881,-0.050857,3.2035,0.026823,2.25
-0.1509,-0.00070338,0.00036737,0.003962,0.00033747,11.863,-0.049085,3.2515,0.026823,2.25
-0.14887,-0.00075346,0.00082977,0.0040286,0.00034363,11.845,-0.04729,3.2995,0.026823,2.25
-0.14674,-0.0008012,0.0012984,0.0040925,0.00034957,11.827,-0.045475,3.3475,0.026823,2.25
-0.14452,-0.0008467,0.0017738,0.0041539,0.00035529,11.81,-0.043642,3.3956,0.026823,2.25
-0.1422,-0.00089001,0.0022564,0.0042127,0.00036079,11.794,-0.041793,3.4436,0.026823,2.25
-0.1398,-0.00093111,0.0027466,0.0042688,0.00036605,11.779,-0.039932,3.4916,0.026823,2.25
-0.13732,-0.00096995,0.0032449,0.0043224,0.00037109,11.764,-0.03806,3.5396,0.026823,2.25
-0.13477,-0.0010067,0.0037517,0.0043735,0.00037591,11.75,-0.03618,3.5876,0.026823,2.25
-0.13216,-0.0010414,0.0042674,0.004422,0.0003805,11.736,-0.034295,3.6357,0.026823,2.25
-0.12948,-0.001074,0.0047925,0.0044679,0.00038486,11.723,-0.032406,3.6837,0.026823,2.25
-0.12676,-0.0011046,0.0053271,0.0045113,0.000389,11.711,-0.030515,3.7317,0.026823,2.25
-0.12398,-0.0011332,0.0058716,0.0045522,0.00039291,11.699,-0.028625,3.7797,0.026823,2.25
-0.12116,-0.0011598,0.0064263,0.0045907,0.00039661,11.687,-0.026737,3.8277,0.026823,2.25
-0.11831,-0.0011845,0.0069913,0.0046266,0.00040008,11.676,-0.024853,3.8758,0.026823,2.25
-0.11542,-0.0012073,0.0075667,0.0046602,0.00040334,11.665,-0.022975,3.9238,0.026823,2.25
-0.1125,-0.0012282,0.0081526,0.0046913,0.00040637,11.655,-0.021105,3.9718,0.026823,2.25
-0.10956,-0.0012475,0.008749,0.0047201,0.0004092,11.645,-0.019243,4.0198,0.026823,2.25
-0.1066,-0.001265,0.0093557,0.0047466,0.00041182,11.636,-0.017391,4.0678,0.026823,2.25
-0.10362,-0.0012808,0.0099728,0.0047708,0.00041422,11.627,-0.015551,4.1158,0.026823,2.25
-0.10063,-0.0012948,0.0106,0.0047928,0.00041642,11.619,-0.013723,4.1639,0.026823,2.25
-0.097628,-0.0013073,0.011237,0.0048125,0.00041842,11.611,-0.01191,4.2119,0.026823,2.25
-0.094624,-0.0013182,0.011883,0.0048301,0.00042022,11.603,-0.010111,4.2599,0.026823,2.25
-0.091617,-0.0013276,0.012538,0.0048455,0.00042182,11.595,-0.008327,4.3079,0.026823,2.25
-0.088613,-0.0013356,0.013202,0.0048589,0.00042323,11.589,-0.0065598,4.3559,0.026823,2.25
-0.085612,-0.0013422,0.013874,0.0048702,0.00042446,11.582,-0.0048098,4.404,0.026823,2.25
-0.082619,-0.0013474,0.014553,0.0048796,0.00042549,11.576,-0.0030775,4.452,0.026823,2.25
-0.079635,-0.0013512,0.015238,0.004887,0.00042635,11.57,-0.0013634,4.5,0.026823,2.25
-0.076664,-0.0013539,0.01593,0.0048926,0.00042703,11.565,0.00033205,4.548,0.026823,2.25
-0.073708,-0.0013552,0.016626,0.0048962,0.00042753,11.56,0.0020084,4.596,0.026823,2.25
-0.070769,-0.0013554,0.017327,0.0048982,0.00042788,11.555,0.0036655,4.6441,0.026823,2.25
-0.067849,-0.0013544,0.01803,0.0048985,0.00042806,11.551,0.005303,4.6921,0.026823,2.25
-0.064951,-0.0013523,0.018736,0.0048971,0.00042809,11.547,0.0069208,4.7401,0.026823,2.25
-0.062078,-0.0013491,0.019442,0.004894,0.00042794,11.543,0.0085189,4.7881,0.026823,2.25
-0.05923,-0.0013448,0.020147,0.0048892,0.00042764,11.54,0.010097,4.8361,0.026823,2.25
-0.056411,-0.0013394,0.020851,0.0048829,0.0004272,11.537,0.011656,4.8842,0.026823,2.25
-0.053623,-0.0013332,0.021551,0.0048752,0.00042662,11.535,0.013195,4.9322,0.026823,2.25
-0.050866,-0.001326,0.022247,0.0048661,0.0004259,11.533,0.014715,4.9802,0.026823,2.25
-0.048145,-0.0013179,0.022937,0.0048558,0.00042505,11.531,0.016216,5.0282,0.026823,2.25
-0.04546,-0.001309,0.023619,0.0048442,0.00042409,11.53,0.017698,5.0762,0.026823,2.25
-0.042814,-0.0012994,0.024293,0.0048314,0.00042301,11.529,0.019161,5.1242,0.026823,2.25
-0.040208,-0.001289,0.024956,0.0048176,0.00042182,11.529,0.020607,5.1723,0.026823,2.25
-0.037646,-0.0012781,0.025608,0.0048027,0.00042052,11.528,0.022036,5.2203,0.026823,2.25
-0.035128,-0.0012665,0.026247,0.0047867,0.00041912,11.529,0.023448,5.2683,0.026823,2.25
-0.032659,-0.0012546,0.026872,0.0047697,0.00041762,11.529,0.024843,5.3163,0.026823,2.25
-0.030239,-0.001242,0.02748,0.0047517,0.00041602,11.53,0.026223,5.3643,0.026823,2.25
-0.027873,-0.0012289,0.028072,0.0047326,0.00041431,11.531,0.027589,5.4124,0.026823,2.25
-0.025562,-0.001215,0.028646,0.0047123,0.00041249,11.532,0.02894,5.4604,0.026823,2.25
-0.023313,-0.0012003,0.0292,0.0046911,0.00041058,11.534,0.030278,5.5084,0.026823,2.25
-0.021127,-0.0011847,0.029733,0.0046691,0.00040858,11.536,0.031603,5.5564,0.026823,2.25
-0.019009,-0.0011689,0.030244,0.0046466,0.00040653,11.539,0.032918,5.6044,0.026823,2.25
-0.016962,-0.0011527,0.030733,0.0046235,0.00040442,11.542,0.034222,5.6525,0.026823,2.25
-0.01499,-0.0011364,0.031201,0.0045998,0.00040226,11.544,0.035516,5.7005,0.026823,2.25
-0.013099,-0.0011202,0.031646,0.0045757,0.00040005,11.547,0.036802,5.7485,0.026823,2.25
-0.011293,-0.0011033,0.03207,0.0045509,0.00039778,11.551,0.038081,5.7965,0.026823,2.25
-0.0095767,-0.0010859,0.032471,0.0045255,0.00039545,11.554,0.039354,5.8445,0.026823,2.25
-0.0079573,-0.0010676,0.032852,0.0044995,0.00039306,11.558,0.040623,5.8925,0.026823,2.25
-0.0064406,-0.0010487,0.033213,0.0044732,0.00039063,11.562,0.041887,5.9406,0.026823,2.25
-0.0050351,-0.0010294,0.033556,0.0044463,0.00038814,11.566,0.043148,5.9886,0.026823,2.25
-0.0037453,-0.001009,0.033883,0.0044183,0.00038556,11.571,0.044408,6.0366,0.026823,2.25
-0.002578,-0.00098789,0.034197,0.0043895,0.00038291,11.575,0.045667,6.0846,0.026823,2.25
-0.0015402,-0.00096559,0.034501,0.0043598,0.00038019,11.579,0.046927,6.1326,0.026823,2.25
-0.00064004,-0.00094254,0.034796,0.0043294,0.00037741,11.583,0.048189,6.1807,0.026823,2.25
0.00011451,-0.00091822,0.035086,0.0042982,0.00037456,11.588,0.049454,6.2287,0.026823,2.25
0.00071434,-0.00089274,0.035376,0.0042661,0.00037163,11.592,0.050722,6.2767,0.026823,2.25
0.0011512,-0.0008658,0.035669,0.004233,0.00036862,11.596,0.051996,6.3247,0.026823,2.25
0.0014139,-0.00083737,0.03597,0.0041989,0.00036554,11.6,0.053276,6.3727,0.026823,2.25
0.0014947,-0.00080693,0.036287,0.0041638,0.00036236,11.604,0.054563,6.4208,0.026823,2.25
0.0013802,-0.00077446,0.036624,0.0041275,0.00035908,11.608,0.055857,6.4688,0.026823,2.25
0.0010637,-0.00073937,0.03699,0.0040898,0.0003557,11.612,0.05716,6.5168,0.026823,2.25
0.0005278,-0.00070195,0.037392,0.0040509,0.0003522,11.616,0.058471,6.5648,0.026823,2.25
-0.00023237,-0.00066112,0.037842,0.0040103,0.00034856,11.62,0.059794,6.6128,0.026823,2.25
-0.0012396,-0.00061692,0.038348,0.0039682,0.00034479,11.624,0.061123,6.6608,0.026823,2.25
-0.0024935,-0.00056821,0.038926,0.0039241,0.00034084,11.629,0.062466,6.7089,0.026823,2.25
-0.0040261,-0.00051559,0.039586,0.003878,0.00033671,11.633,0.063815,6.7569,0.026823,2.25
-0.0058279,-0.00045813,0.040351,0.0038293,0.00033236,11.638,0.065177,6.8049,0.026823,2.25
-0.0079402,-0.00039761,0.041231,0.0037782,0.00032781,11.643,0.066543,6.8529,0.026823,2.25
-0.010334,-0.00033763,0.042255,0.0037243,0.00032305,11.646,0.067926,6.9009,0.026823,2.25
-0.013045,-0.00028429,0.043433,0.0036675,0.00031814,11.646,0.069306,6.949,0.026823,2.25
-0.015995,-0.00027602,0.044789,0.0036075,0.00031319,11.637,0.070703,6.997,0.026823,2.25
-0.019147,-0.00037787,0.0463,0.0035429,0.00030783,11.628,0.072091,7.045,0.026823,2.25
-0.022223,-0.0011711,0.047987,0.0035196,0.00030621,11.613,0.073474,7.093,0.027129,2.25
-0.024477,-0.0027289,0.049814,0.0035747,0.00031084,11.619,0.074875,7.141,0.029724,2.25
-0.025935,-0.0044984,0.051662,0.0036852,0.00031838,11.693,0.076307,7.1887,0.034923,2.25
-0.026678,-0.0062925,0.053495,0.0038255,0.00032632,11.842,0.077813,7.2361,0.042652,2.25
-0.026702,-0.0079696,0.05528,0.0039799,0.00033315,12.067,0.079379,7.283,0.052812,2.25
-0.026074,-0.0094228,0.057021,0.0041421,0.0003384,12.365,0.081028,7.3293,0.065287,2.25
-0.024782,-0.010552,0.058713,0.0043094,0.00034198,12.73,0.082751,7.375,0.079945,2.25
-0.022858,-0.011268,0.06036,0.0044805,0.00034394,13.161,0.084557,7.42,0.096648,2.25
-0.020285,-0.011481,0.061959,0.0046555,0.0003445,13.655,0.08644,7.4643,0.11525,2.25
-0.01706,-0.011103,0.06351,0.0048353,0.00034387,14.21,0.088402,7.5077,0.13563,2.25
-0.013147,-0.010042,0.065013,0.0050235,0.00034255,14.822,0.090433,7.5503,0.15763,2.25
-0.0084856,-0.00818,0.066475,0.0052245,0.00034125,15.475,0.092529,7.5921,0.18113,2.25
-0.0030091,-0.0054,0.067904,0.0054381,0.00034043,16.148,0.09467,7.6332,0.20594,2.25
0.0032969,-0.0016597,0.069308,0.0056601,0.00034004,16.827,0.096828,7.6735,0.23182,2.25
0.010423,0.0030309,0.070685,0.0058867,0.00033999,17.505,0.098966,7.7133,0.25858,2.25
0.018366,0.0086477,0.072042,0.0061162,0.00034023,18.176,0.10104,7.7526,0.28605,2.25
0.027159,0.015162,0.073388,0.0063478,0.00034073,18.838,0.10299,7.7915,0.31408,2.25
0.036833,0.022531,0.074734,0.0065806,0.00034147,19.487,0.10477,7.8301,0.34254,2.25
0.047406,0.030688,0.076088,0.0068129,0.00034238,20.122,0.10629,7.8684,0.37132,2.25
0.058849,0.039551,0.077447,0.0070376,0.00034297,20.751,0.10751,7.9066,0.40029,2.25
0.071034,0.049022,0.078802,0.0072459,0.00034245,21.399,0.10836,7.9448,0.42936,2.25
0.083869,0.059094,0.080143,0.0074388,0.00034058,22.091,0.10881,7.9828,0.4585,2.25
0.0974,0.069879,0.081455,0.0076244,0.00033767,22.84,0.1088,8.0208,0.48772,2.25
0.1117,0.081507,0.082715,0.0078085,0.00033398,23.653,0.10827,8.0587,0.51707,2.25
0.12686,0.094106,0.083898,0.0079952,0.00032967,24.538,0.10714,8.0965,0.54656,2.25
0.14299,0.10783,0.08498,0.0081884,0.00032494,25.5,0.1053,8.1341,0.57624,2.25
0.16025,0.12287,0.085932,0.0083935,0.00032004,26.542,0.1026,8.1716,0.60613,2.25
0.17891,0.13946,0.086733,0.0086195,0.00031544,27.659,0.098876,8.2089,0.63625,2.25
0.19936,0.15793,0.087357,0.0088777,0.00031184,28.819,0.093854,8.246,0.66663,2.25
0.22244,0.17867,0.087781,0.009203,0.00031115,29.942,0.087207,8.2828,0.6973,2.25
0.24946,0.20184,0.087957,0.0096173,0.00031478,30.931,0.078226,8.3194,0.72824,2.25
0.28128,0.22685,0.087807,0.010135,0.00032333,31.735,0.066053,8.3559,0.75928,2.25
0.31853,0.25301,0.087267,0.010769,0.00033755,32.297,0.050105,8.3925,0.7902,2.25
0.36203,0.27948,0.08627,0.011493,0.0003576,32.538,0.029508,8.4294,0.8208,2.25
0.41277,0.30508,0.084737,0.0123,0.00038418,32.416,0.003415,8.4668,0.85083,2.25
0.47161,0.32776,0.082569,0.013198,0.00041862,31.923,-0.029462,8.5048,0.87999,2.25
0.5393,0.34433,0.079673,0.01416,0.00046091,31.105,-0.069917,8.5438,0.90795,2.25
0.61473,0.3496,0.075962,0.015101,0.00050758,30.112,-0.11939,8.5839,0.93419,2.25
0.69472,0.33737,0.071427,0.015836,0.0005469,29.284,-0.17585,8.6255,0.95804,2.25
0.76923,0.30124,0.06622,0.016189,0.00055827,29.32,-0.23836,8.6688,0.97859,2.25
0.82133,0.24336,0.060533,0.015853,0.00051798,31.054,-0.29252,8.714,0.99471,2.25
0.83837,0.17713,0.0545,0.01482,0.00043255,34.978,-0.32696,8.7606,1.0061,2.25
0.82308,0.11611,0.048187,0.01321,0.00033093,40.997,-0.33594,8.8081,1.0132,2.25
0.77818,0.067802,0.041694,0.011598,0.00024567,48.348,-0.33273,8.856,1.017,2.25
0.71998,0.035386,0.035269,0.010271,0.00018873,55.493,-0.31055,8.904,1.0183,2.25
0.65303,0.016514,0.029611,0.0095592,0.00015937,60.297,-0.29815,8.952,1.0182,2.25
0.61339,0.009458,0.02711,0.009544,0.00015398,61.826,-0.30946,9,1.018,2.25
0.60989,0.0052723,0.023372,0.010767,0.00021072,51.208,-0.1764,0.048016,1.0199,2.25
0.63303,0.0076002,0.025054,0.010546,0.00020541,51.745,-0.21685,0,1.0196,2.25
0.58432,-0.002977,0.019897,0.010915,0.00021814,50.092,-0.15299,0.096031,1.0199,2.25
0.55617,-0.015002,0.015957,0.010549,0.00020999,50.571,-0.15699,0.14403,1.0186,2.25
0.49464,-0.028253,0.011255,0.0095088,0.0001786,53.773,-0.14357,0.19189,1.0149,2.25
0.39357,-0.035085,0.0057272,0.0073948,0.00012786,58.778,-0.1331,0.23935,1.0078,2.25
0.24267,-0.024147,-0.0011666,0.004391,7.0734e-05,61.792,-0.11585,0.28597,0.99639,2.25
0.055834,0.014645,-0.016141,0.0016819,2.8421e-05,52.788,-0.10394,0.33115,0.98029,2.25
-0.079368,0.054267,-0.034951,0.00035718,8.7194e-06,35.772,-0.096989,0.37449,0.95975,2.25
-0.10942,0.065249,-0.042603,7.1737e-05,2.6459e-06,27.347,-0.092947,0.4161,0.93592,2.25
-0.096892,0.062279,-0.040148,3.4935e-05,1.3106e-06,27.233,-0.090107,0.45623,0.9097,2.25
-0.081942,0.057741,-0.035348,2.8309e-05,1.0294e-06,28.083,-0.088242,0.49519,0.88177,2.25
-0.070803,0.053574,-0.030969,2.3622e-05,8.4337e-07,28.579,-0.086698,0.53323,0.85262,2.25
-0.06224,0.04933,-0.027457,2.0159e-05,7.1962e-07,28.574,-0.085402,0.5706,0.82263,2.25
-0.055273,0.045066,-0.024523,1.7931e-05,6.4852e-07,28.202,-0.084291,0.6075,0.79205,2.25
-0.049353,0.040806,-0.021966,1.6493e-05,6.1073e-07,27.55,-0.083346,0.64411,0.76115,2.25
-0.044299,0.036732,-0.019656,1.5584e-05,5.9543e-07,26.704,-0.082571,0.68064,0.73014,2.25
-0.040197,0.033162,-0.017581,1.5212e-05,6.0304e-07,25.744,-0.081965,0.71725,0.69922,2.25
-0.037127,0.030369,-0.015752,1.5515e-05,6.3932e-07,24.77,-0.081485,0.75408,0.66858,2.25
-0.034951,0.028358,-0.014163,1.6505e-05,7.0593e-07,23.864,-0.0811,0.79116,0.63823,2.25
-0.033567,0.027067,-0.012797,1.8162e-05,8.039e-07,23.055,-0.080792,0.82844,0.60813,2.25
-0.032948,0.026465,-0.011646,2.0593e-05,9.402e-07,22.346,-0.080542,0.86592,0.57827,2.25
-0.033084,0.026521,-0.010704,2.3993e-05,1.1265e-06,21.723,-0.080339,0.90357,0.54861,2.25
-0.033947,0.027187,-0.0099517,2.8596e-05,1.377e-06,21.173,-0.080167,0.94136,0.51914,2.25
-0.035484,0.028403,-0.0093714,3.4733e-05,1.7118e-06,20.681,-0.080016,0.97927,0.48982,2.25
-0.037609,0.030074,-0.0089313,4.2803e-05,2.1565e-06,20.226,-0.079872,1.0173,0.46062,2.25
-0.040171,0.032054,-0.0086028,5.3227e-05,2.7411e-06,19.784,-0.079724,1.0553,0.43151,2.25
-0.042986,0.034141,-0.0083641,6.6289e-05,3.4941e-06,19.329,-0.079561,1.0935,0.40246,2.25
-0.045941,0.036152,-0.0082063,8.2255e-05,4.4506e-06,18.831,-0.079379,1.1317,0.37351,2.25
-0.049004,0.037977,-0.0081237,0.00010166,5.6673e-06,18.278,-0.079179,1.17,0.34476,2.25
-0.052126,0.039521,-0.0081097,0.00012511,7.2158e-06,17.67,-0.078958,1.2086,0.31633,2.25
-0.055247,0.040685,-0.0081567,0.00015341,9.1889e-06,17.015,-0.078717,1.2475,0.28832,2.25
-0.058311,0.041379,-0.0082547,0.00018719,1.1685e-05,16.326,-0.07846,1.2868,0.26087,2.25
-0.061279,0.041531,-0.0083919,0.00022507,1.4678e-05,15.623,-0.078192,1.3266,0.23413,2.25
-0.064132,0.041101,-0.0085542,0.00026509,1.8082e-05,14.931,-0.077922,1.367,0.20827,2.25
-0.066911,0.040104,-0.0087292,0.00030738,2.1932e-05,14.268,-0.077665,1.408,0.18349,2.25
-0.069719,0.038622,-0.0089071,0.00035317,2.633e-05,13.647,-0.077434,1.4498,0.16,2.25
-0.072586,0.036734,-0.0090761,0.00040287,3.1305e-05,13.085,-0.077228,1.4925,0.13802,2.25
-0.07545,0.034454,-0.009222,0.00045546,3.674e-05,12.594,-0.077051,1.5359,0.11766,2.25
-0.078272,0.031785,-0.0093319,0.00050949,4.242e-05,12.191,-0.076907,1.5801,0.099068,2.25
-0.081088,0.028758,-0.0093977,0.00056368,4.8083e-05,11.888,-0.076806,1.6251,0.082379,2.25
-0.083968,0.025428,-0.0094151,0.00061685,5.3415e-05,11.699,-0.076753,1.6708,0.067733,2.25
-0.087113,0.021864,-0.0093841,0.00066823,5.8117e-05,11.639,-0.076769,1.7172,0.055269,2.25
-0.090762,0.018166,-0.0093097,0.000718,6.1973e-05,11.72,-0.076853,1.7641,0.045117,2.25
-0.095443,0.01443,-0.0092063,0.00076897,6.515e-05,11.936,-0.077053,1.8115,0.037394,2.25
-0.10166,0.010847,-0.0090987,0.00083008,6.858e-05,12.24,-0.077334,1.8592,0.032199,2.25
-0.11043,0.0075822,-0.0090329,0.00093849,7.6336e-05,12.44,-0.077821,1.9071,0.029607,2.25
-0.12114,0.0054627,-0.0090317,0.0011274,9.3053e-05,12.285,-0.078197,1.9551,0.029301,2.25
-0.13067,0.0044066,-0.0090223,0.0013392,0.00011396,11.909,-0.078287,2.0032,0.029301,2.25
-0.13815,0.0035798,-0.0089365,0.00153,0.00013375,11.585,-0.078277,2.0512,0.029301,2.25
-0.1442,0.0029482,-0.0087839,0.0017121,0.00015279,11.343,-0.07809,2.0992,0.029301,2.25
-0.14906,0.0024312,-0.0085851,0.0018829,0.0001708,11.155,-0.077784,2.1472,0.029301,2.25
-0.15303,0.002016,-0.0083509,0.002045,0.00018789,11.009,-0.077346,2.1952,0.029301,2.25
-0.15627,0.0016733,-0.0080885,0.002199,0.00020412,10.894,-0.076801,2.2432,0.029301,2.25
-0.15892,0.0013892,-0.0078025,0.002346,0.00021957,10.802,-0.07615,2.2913,0.029301,2.25
-0.16107,0.0011489,-0.0074962,0.0024868,0.00023432,10.727,-0.075406,2.3393,0.029301,2.25
-0.16279,0.00094298,-0.0071723,0.002622,0.00024845,10.665,-0.074573,2.3873,0.029301,2.25
-0.16413,0.00076326,-0.0068328,0.0027522,0.00026203,10.613,-0.073658,2.4353,0.029301,2.25
-0.16515,0.00060407,-0.0064798,0.0028778,0.0002751,10.568,-0.072665,2.4833,0.029301,2.25
-0.16586,0.00046089,-0.0061149,0.0029992,0.00028773,10.529,-0.071598,2.5313,0.029301,2.25
-0.16629,0.00033066,-0.0057396,0.0031166,0.00029993,10.494,-0.070461,2.5793,0.029301,2.25
-0.16648,0.00021103,-0.0053553,0.0032303,0.00031175,10.463,-0.069259,2.6274,0.029301,2.25
-0.16642,0.00010041,-0.0049627,0.0033404,0.0003232,10.435,-0.067993,2.6754,0.029301,2.25
-0.16615,-2.5445e-06,-0.0045625,0.0034471,0.0003343,10.409,-0.066669,2.7234,0.029301,2.25
-0.16568,-9.8997e-05,-0.0041553,0.0035505,0.00034505,10.386,-0.065289,2.7714,0.029301,2.25
-0.165,-0.00018972,-0.0037415,0.0036507,0.00035544,10.366,-0.063857,2.8194,0.029301,2.25
-0.16415,-0.00027541,-0.0033217,0.0037479,0.00036549,10.348,-0.062375,2.8674,0.029301,2.25
-0.16312,-0.00035689,-0.0028962,0.0038421,0.00037524,10.332,-0.060846,2.9155,0.029301,2.25
-0.16193,-0.00043445,-0.0024652,0.0039335,0.0003847,10.317,-0.059274,2.9635,0.029301,2.25
-0.16059,-0.00050839,-0.0020288,0.0040221,0.00039387,10.302,-0.057662,3.0115,0.029301,2.25
-0.1591,-0.00057892,-0.0015869,0.0041078,0.00040276,10.289,-0.056012,3.0595,0.029301,2.25
-0.15747,-0.00064662,-0.0011397,0.0041908,0.00041137,10.276,-0.054327,3.1075,0.029301,2.25
-0.15571,-0.00071099,-0.00068684,0.0042708,0.0004197,10.264,-0.052611,3.1555,0.029301,2.25
-0.15383,-0.00077251,-0.00022839,0.0043481,0.00042774,10.252,-0.050866,3.2036,0.029301,2.25
-0.15183,-0.000831,0.00023595,0.0044225,0.00043551,10.241,-0.049095,3.2516,0.029301,2.25
-0.14973,-0.00088678,0.00070612,0.0044942,0.000443,10.231,-0.0473,3.2996,0.029301,2.25
-0.14752,-0.00093993,0.0011824,0.004563,0.00045021,10.22,-0.045486,3.3476,0.029301,2.25
-0.14522,-0.00099057,0.0016654,0.004629,0.00045714,10.21,-0.043653,3.3956,0.029301,2.25
-0.14283,-0.0010387,0.0021554,0.0046922,0.00046379,10.201,-0.041805,3.4436,0.029301,2.25
-0.14036,-0.0010844,0.002653,0.0047527,0.00047016,10.192,-0.039944,3.4917,0.029301,2.25
-0.13782,-0.0011276,0.0031587,0.0048103,0.00047626,10.183,-0.038073,3.5397,0.029301,2.25
-0.1352,-0.0011685,0.0036727,0.0048652,0.00048208,10.174,-0.036194,3.5877,0.029301,2.25
-0.13252,-0.001207,0.0041958,0.0049173,0.00048762,10.166,-0.034309,3.6357,0.029301,2.25
-0.12978,-0.0012432,0.0047281,0.0049668,0.00049289,10.158,-0.03242,3.6837,0.029301,2.25
-0.12699,-0.0012772,0.00527,0.0050135,0.00049789,10.15,-0.03053,3.7317,0.029301,2.25
-0.12416,-0.0013089,0.0058219,0.0050575,0.00050261,10.143,-0.028641,3.7798,0.029301,2.25
-0.12128,-0.0013385,0.006384,0.0050989,0.00050707,10.135,-0.026753,3.8278,0.029301,2.25
-0.11836,-0.0013659,0.0069565,0.0051376,0.00051126,10.128,-0.02487,3.8758,0.029301,2.25
-0.11542,-0.0013912,0.0075395,0.0051737,0.00051518,10.122,-0.022992,3.9238,0.029301,2.25
-0.11244,-0.0014144,0.0081331,0.0052073,0.00051885,10.115,-0.021122,3.9718,0.029301,2.25
-0.10944,-0.0014357,0.0087373,0.0052384,0.00052226,10.109,-0.019261,4.0198,0.029301,2.25
-0.10643,-0.0014551,0.0093521,0.005267,0.00052541,10.103,-0.017409,4.0679,0.029301,2.25
-0.10339,-0.0014726,0.0099772,0.0052931,0.00052832,10.097,-0.015569,4.1159,0.029301,2.25
-0.10035,-0.0014881,0.010613,0.0053168,0.00053097,10.091,-0.013742,4.1639,0.029301,2.25
-0.097297,-0.0015019,0.011258,0.0053382,0.00053338,10.086,-0.011929,4.2119,0.029301,2.25
-0.094241,-0.001514,0.011913,0.0053572,0.00053556,10.08,-0.01013,4.2599,0.029301,2.25
-0.091184,-0.0015244,0.012577,0.005374,0.0005375,10.075,-0.0083465,4.3079,0.029301,2.25
-0.088129,-0.0015331,0.013249,0.0053886,0.00053921,10.071,-0.0065796,4.356,0.029301,2.25
-0.085079,-0.0015403,0.01393,0.005401,0.00054069,10.066,-0.0048297,4.404,0.029301,2.25
-0.082037,-0.001546,0.014619,0.0054112,0.00054195,10.062,-0.0030976,4.452,0.029301,2.25
-0.079005,-0.0015503,0.015314,0.0054194,0.000543,10.057,-0.0013836,4.5,0.029301,2.25
-0.075986,-0.0015531,0.016015,0.0054256,0.00054383,10.053,0.00031167,4.548,0.029301,2.25
-0.072982,-0.0015545,0.016722,0.0054298,0.00054445,10.05,0.0019879,4.596,0.029301,2.25
-0.069997,-0.0015546,0.017432,0.0054321,0.00054487,10.046,0.0036449,4.644,0.029301,2.25
-0.067031,-0.0015534,0.018146,0.0054327,0.00054511,10.043,0.0052823,4.6921,0.029301,2.25
-0.064088,-0.0015509,0.018862,0.0054315,0.00054515,10.04,0.0069001,4.7401,0.029301,2.25
-0.061169,-0.0015472,0.019579,0.0054284,0.000545,10.037,0.0084982,4.7881,0.029301,2.25
-0.058277,-0.0015423,0.020295,0.0054235,0.00054465,10.034,0.010077,4.8361,0.029301,2.25
-0.055413,-0.0015363,0.02101,0.0054171,0.00054413,10.032,0.011635,4.8841,0.029301,2.25
-0.052581,-0.0015292,0.021722,0.0054091,0.00054345,10.03,0.013174,4.9321,0.029301,2.25
-0.049781,-0.0015211,0.022429,0.0053996,0.0005426,10.028,0.014694,4.9802,0.029301,2.25
-0.047016,-0.001512,0.02313,0.0053888,0.0005416,10.026,0.016195,5.0282,0.029301,2.25
-0.044288,-0.0015019,0.023825,0.0053766,0.00054045,10.025,0.017677,5.0762,0.029301,2.25
-0.041599,-0.001491,0.02451,0.0053632,0.00053916,10.024,0.019141,5.1242,0.029301,2.25
-0.038951,-0.0014794,0.025186,0.0053486,0.00053773,10.023,0.020587,5.1722,0.029301,2.25
-0.036347,-0.001467,0.02585,0.0053328,0.00053618,10.023,0.022016,5.2202,0.029301,2.25
-0.033788,-0.0014541,0.026501,0.0053159,0.00053451,10.022,0.023427,5.2683,0.029301,2.25
-0.031276,-0.0014406,0.027137,0.0052979,0.00053271,10.022,0.024823,5.3163,0.029301,2.25
-0.028816,-0.0014264,0.027758,0.0052788,0.00053079,10.022,0.026203,5.3643,0.029301,2.25
-0.026408,-0.0014116,0.028362,0.0052585,0.00052874,10.023,0.027569,5.4123,0.029301,2.25
-0.024058,-0.001396,0.028948,0.005237,0.00052655,10.023,0.02892,5.4603,0.029301,2.25
-0.021768,-0.0013794,0.029514,0.0052144,0.00052425,10.024,0.030258,5.5083,0.029301,2.25
-0.019542,-0.0013619,0.03006,0.005191,0.00052184,10.025,0.031584,5.5564,0.029301,2.25
-0.017385,-0.0013442,0.030583,0.005167,0.00051937,10.026,0.032899,5.6044,0.029301,2.25
-0.015299,-0.001326,0.031084,0.0051424,0.00051683,10.028,0.034203,5.6524,0.029301,2.25
-0.013288,-0.0013077,0.031564,0.0051172,0.00051422,10.029,0.035497,5.7004,0.029301,2.25
-0.011358,-0.0012893,0.032021,0.0050914,0.00051155,10.031,0.036784,5.7484,0.029301,2.25
-0.009514,-0.0012702,0.032455,0.005065,0.0005088,10.033,0.038063,5.7964,0.029301,2.25
-0.0077611,-0.0012505,0.032868,0.0050378,0.00050598,10.035,0.039337,5.8445,0.029301,2.25
